District,Tehsil,Village
Nagaur,Nagaur,Gajoo
Nagaur,Nagaur,Gandila Basni
Nagaur,Nagaur,Gantheelasar
Nagaur,Nagaur,Gawaloo
Nagaur,Nagaur,Ghodaran
Nagaur,Nagaur,Giravandi
Nagaur,Nagaur,Goganada
Nagaur,Nagaur,Gogelao
Nagaur,Nagaur,Golasani
Nagaur,Nagaur,Golsar
Nagaur,Nagaur,Gorera
Nagaur,Nagaur,Gothra
Nagaur,Nagaur,Gowa Kalan
Nagaur,Nagaur,Gowa Khurd
Nagaur,Nagaur,Gujarkhera
Nagaur,Nagaur,Guriya
Nagaur,Nagaur,Gurla
Nagaur,Nagaur,Hanmannagar
Nagaur,Nagaur,Harima
Nagaur,Nagaur,Hilori
Nagaur,Nagaur,Hingoniya
Nagaur,Nagaur,Inana
Nagaur,Nagaur,Indas
Nagaur,Nagaur,Indokali
Nagaur,Nagaur,Jabrasi
Nagaur,Nagaur,Jajolai
Nagaur,Nagaur,Jakhaniya
Nagaur,Nagaur,Janana
Nagaur,Nagaur,Jathera
Nagaur,Nagaur,Jeewanbera
Nagaur,Nagaur,Jhadisara
Nagaur,Nagaur,Jhoojhanda
Nagaur,Nagaur,Jhorda
Nagaur,Nagaur,Jindas
Nagaur,Nagaur,Jodhiyasi
Nagaur,Nagaur,Jodhras
Nagaur,Nagaur,Jorawarpura
Nagaur,Nagaur,Joshiyad
Nagaur,Nagaur,Kadarpura
Nagaur,Nagaur,Kaliyas
Nagaur,Nagaur,Kalri
Nagaur,Nagaur,Kankrai
Nagaur,Nagaur,Kanwlisar
Nagaur,Nagaur,Karloo
Nagaur,Nagaur,Karnetpura
Nagaur,Nagaur,Khajwana
Nagaur,Nagaur,Kharda
Kota,Ladpura,Ramrajpura
Kota,Ladpura,Rangpur
Kota,Ladpura,Ranipura
Kota,Ladpura,Ranwatha
Kota,Ladpura,Rasoolpur
Kota,Ladpura,Ratariya
Kota,Ladpura,Rel
Kota,Ladpura,Renkyakheri
Kota,Ladpura,Rojhala
Kota,Ladpura,Rooparel
Kota,Ladpura,Rooppura
Kota,Ladpura,Rooppura
Kota,Ladpura,Sabalpura
Kota,Ladpura,Sarangpur
Kota,Ladpura,Seemalheri
Kota,Ladpura,Shankarpura
Kota,Ladpura,Shyampura
Kota,Ladpura,Shyodanpura
Kota,Ladpura,Singh Pura
Kota,Ladpura,Sohan Pura
Kota,Ladpura,Tather
Kota,Ladpura,Tholanpur
Kota,Ladpura,Tholpura
Kota,Ladpura,Udpura
Kota,Ladpura,Ummedpura
Kota,Ladpura,Ummedpura
Kota,Ladpura,Vijaipura
Kota,Ladpura,Zalimpura
Jodhpur,Bhopalgarh,Artiya Kalan
Jodhpur,Bhopalgarh,Artiya Khurd
Jodhpur,Bhopalgarh,Asanda
Jodhpur,Bhopalgarh,Asop
Jodhpur,Bhopalgarh,Bagoriya
Jodhpur,Bhopalgarh,Bandra
Jodhpur,Bhopalgarh,Baori
Jodhpur,Bhopalgarh,Bara Kalan
Jodhpur,Bhopalgarh,Bara Khurd
Jodhpur,Bhopalgarh,Barni Kalan
Jodhpur,Bhopalgarh,Barni Khurd
Jodhpur,Bhopalgarh,Basni Buddha
Jodhpur,Bhopalgarh,Basni Cholawatan
Jodhpur,Bhopalgarh,Basni Harisingh
Jodhpur,Bhopalgarh,Basni Jasawatan
Jodhpur,Bhopalgarh,Basni Khariya
Jodhpur,Bhopalgarh,Basni Patan
Jodhpur,Bhopalgarh,Basni Saindwa
Jodhpur,Bhopalgarh,Basni Theda
Jodhpur,Bhopalgarh,Bhairu Nagar
Jodhpur,Bhopalgarh,Bhanwariya Nagar
Jodhpur,Bhopalgarh,Bhat Koriya
Jodhpur,Bhopalgarh,Bholaram Nagar
Jodhpur,Bhopalgarh,Bhopalgarh
Jodhpur,Bhopalgarh,Bhundana
Jodhpur,Bhopalgarh,Birai
Jodhpur,Bhopalgarh,Birani
Jodhpur,Bhopalgarh,Borvi Kalan
Jodhpur,Bhopalgarh,Borvi Khurd
Jodhpur,Bhopalgarh,Bucheti
Jodhpur,Bhopalgarh,Budiyo Ki Basni
Jodhpur,Bhopalgarh,Budkiya
Jodhpur,Bhopalgarh,Burchha
Jodhpur,Bhopalgarh,Changawara Charana
Jodhpur,Bhopalgarh,Changawara Kalan
Jodhpur,Bhopalgarh,Changawara Khurd
Jodhpur,Bhopalgarh,Chataliya
Jodhpur,Bhopalgarh,Chaukri Kalan
Jodhpur,Bhopalgarh,Chaukri Khurd
Jodhpur,Bhopalgarh,Chhapla
Jodhpur,Bhopalgarh,Chhindiya
Jodhpur,Bhopalgarh,Dadmi
Jodhpur,Bhopalgarh,Dayalu Nagar
Jodhpur,Bhopalgarh,Devnagar
Jodhpur,Bhopalgarh,Devnarainpur
Jodhpur,Bhopalgarh,Dewatra
Jodhpur,Bhopalgarh,Dhadhesri
Jodhpur,Bhopalgarh,Dhanari Khurd
Jodhpur,Bhopalgarh,Dhandhora
Jodhpur,Bhopalgarh,Dhoru
Jodhpur,Bhopalgarh,Dodiyal
Jodhpur,Bhopalgarh,Dudi Nagar
Jodhpur,Bhopalgarh,Gaderi
Jodhpur,Bhopalgarh,Gajsinghpura
Jodhpur,Bhopalgarh,Gangani
Jodhpur,Bhopalgarh,Ganpatsingh Nagar
Jodhpur,Bhopalgarh,Garasani
Jodhpur,Bhopalgarh,Ghodawat
Jodhpur,Bhopalgarh,Godawas
Jodhpur,Bhopalgarh,Gopal Nagar
Nagaur,Nawa,Deonagar
Nagaur,Nawa,Depur
Nagaur,Nawa,Deusar
Nagaur,Nawa,Dhooton Ki Dhani
Nagaur,Nawa,Gandhi Gram
Nagaur,Nawa,Ganeshpura
Nagaur,Nawa,Gauravpura
Nagaur,Nawa,Gawariya
Nagaur,Nawa,Gharwani
Nagaur,Nawa,Ghatwa
Nagaur,Nawa,Gogor
Nagaur,Nawa,Gopalpura
Nagaur,Nawa,Govindi
Nagaur,Nawa,Gugarwar
Nagaur,Nawa,Guljar Nagar
Nagaur,Nawa,Gurha Rajawata
Nagaur,Nawa,Gurha Salt
Nagaur,Nawa,Hanumanpura
Nagaur,Nawa,Hanumanpura
Nagaur,Nawa,Hanwantpura
Nagaur,Nawa,Haripura
Nagaur,Nawa,Haritpura
Nagaur,Nawa,Hariya Joon
Nagaur,Nawa,Heerani
Nagaur,Nawa,Hempura
Nagaur,Nawa,Hudeel
Nagaur,Nawa,Indali
Nagaur,Nawa,Indokha
Nagaur,Nawa,Jabdi Nagar
Nagaur,Nawa,Jasrana
Nagaur,Nawa,Jaswantpura
Nagaur,Nawa,Jawanpura
Nagaur,Nawa,Jeejot
Nagaur,Nawa,Jeenwar
Nagaur,Nawa,Jiliya
Nagaur,Nawa,Jodpura
Nagaur,Nawa,Joshipura
Nagaur,Nawa,Kakot
Nagaur,Nawa,Kaliya Bas
Nagaur,Nawa,Kaloli
Nagaur,Nawa,Kanchanpura
Nagaur,Nawa,Kankariya
Nagaur,Nawa,Kanojnagar
Nagaur,Nawa,Kanpura
Nagaur,Nawa,Kansera
Nagaur,Nawa,Kantiya
Nagaur,Nawa,Karkeri
Nagaur,Nawa,Karnipura
Nagaur,Nawa,Kasari
Nagaur,Nawa,Keriyawas
Nagaur,Nawa,Kerpura
Nagaur,Nawa,Khakharki
Nagaur,Nawa,Kharda Kalan
Nagaur,Nawa,Khardapura
Nagaur,Nawa,Khardiya
Nagaur,Nawa,Khariya
Nagaur,Nawa,Khoranda
Nagaur,Nawa,Khorandi
Nagaur,Nawa,Khushiya
Nagaur,Nawa,Kokpura
Nagaur,Nawa,Kooni
Nagaur,Nawa,Kotra
Nagaur,Nawa,Kukanwali
Nagaur,Nawa,Lakh Ji Ka Bas
Nagaur,Nawa,Lakhanpura
Nagaur,Nawa,Lalas
Nagaur,Nawa,Lamba
Nagaur,Nawa,Lambideri
Nagaur,Nawa,Lichana
Nagaur,Nawa,Likhamasar
Nagaur,Nawa,Lohrana
Nagaur,Nawa,Loonwa
Nagaur,Nawa,Lora Ka Bas
Nagaur,Nawa,Lorpura
Nagaur,Nawa,Maharajpura
Nagaur,Nawa,Mandawara
Nagaur,Nagaur,Khari Karamsotan
Nagaur,Nagaur,Khariya
Nagaur,Nagaur,Kharnal
Nagaur,Nagaur,Khen
Nagaur,Nagaur,Khera Akbarpura
Nagaur,Nagaur,Khera Dhadhalwas
Nagaur,Nagaur,Khetas
Nagaur,Nagaur,Khetolao
Nagaur,Nagaur,Khur Khura Kalan
Nagaur,Nagaur,Khur Khura Khurd
Nagaur,Nagaur,Kitalsar
Nagaur,Nagaur,Koonknon Ki Dhani
Nagaur,Nagaur,Krishanpura
Nagaur,Nagaur,Kumari
Nagaur,Nagaur,Ladiya
Nagaur,Nagaur,Lalap
Nagaur,Nagaur,Lunda
Nagaur,Nagaur,Madpharas
Nagaur,Nagaur,Makori
Nagaur,Nagaur,Malgaon
Nagaur,Nagaur,Manakpur
Nagaur,Nagaur,Mandeli
Nagaur,Nagaur,Manjhwas
Nagaur,Nagaur,Meras
Nagaur,Nagaur,Mirjas
Nagaur,Nagaur,Mori
Nagaur,Nagaur,Moula Bhakhri
Nagaur,Nagaur,Mundasar
Nagaur,Nagaur,Mundiyar
Nagaur,Nagaur,Nabawas
Nagaur,Nagaur,Nakas
Nagaur,Nagaur,Nathanara
Nagaur,Nagaur,Naya Gaon
Nagaur,Nagaur,Pabuthal
Nagaur,Nagaur,Padan
Nagaur,Nagaur,Palari Pichkiyan
Nagaur,Nagaur,Palri Jodha
Nagaur,Nagaur,Palri Vyasan
Nagaur,Nagaur,Parasara
Nagaur,Nagaur,Peelanwasi
Nagaur,Nagaur,Peempasar
Nagaur,Nagaur,Peetholai
Nagaur,Nagaur,Perawa
Nagaur,Nagaur,Phagali
Nagaur,Nagaur,Phirod
Nagaur,Nagaur,Pithasiya
Nagaur,Nagaur,Pitholao
Nagaur,Nagaur,Potliya Manjra
Nagaur,Nagaur,Raidhanu
Nagaur,Nagaur,Rajoowas
Nagaur,Nagaur,Ramnadiya
Nagaur,Nagaur,Ramsiya
Nagaur,Nagaur,Ratansagar
Nagaur,Nagaur,Ratri
Nagaur,Nagaur,Rohini
Nagaur,Nagaur,Roon
Nagaur,Nagaur,Roopasar
Nagaur,Nagaur,Sadokan
Nagaur,Nagaur,Saleu
Nagaur,Nagaur,Salwa
Nagaur,Nagaur,Sankhwas
Nagaur,Nagaur,Saranpura
Nagaur,Nagaur,Saranwas
Nagaur,Nagaur,Sarasani
Nagaur,Nagaur,Satheran
Nagaur,Nagaur,Seengar
Nagaur,Nagaur,Senani
Nagaur,Nagaur,Sewri
Nagaur,Nagaur,Sheelgaon
Nagaur,Nagaur,Shivpura
Nagaur,Nagaur,Shivpura
Nagaur,Nagaur,Shribalaji
Nagaur,Nagaur,Shyamsar
Nagaur,Nagaur,Singhani
Nagaur,Nagaur,Sinod
Nagaur,Nagaur,Siyagon Ki Dhani
Nagaur,Nagaur,Soliyana
Jodhpur,Bhopalgarh,Govindpura
Jodhpur,Bhopalgarh,Govindpura
Jodhpur,Bhopalgarh,Hadman Sagar
Jodhpur,Bhopalgarh,Hanuman Nagar
Jodhpur,Bhopalgarh,Hariom Nagar
Jodhpur,Bhopalgarh,Hinganiya
Jodhpur,Bhopalgarh,Hingoli
Jodhpur,Bhopalgarh,Hiradesar
Jodhpur,Bhopalgarh,Ishwar Mahadev Nagar
Jodhpur,Bhopalgarh,Jasnagar
Jodhpur,Bhopalgarh,Jhalamaliya
Jodhpur,Bhopalgarh,Jointara
Jodhpur,Bhopalgarh,Kagal
Jodhpur,Bhopalgarh,Kajnau Kalan
Jodhpur,Bhopalgarh,Kajnau Khurd
Jodhpur,Bhopalgarh,Kalawas
Jodhpur,Bhopalgarh,Kasti
Jodhpur,Bhopalgarh,Khangata
Jodhpur,Bhopalgarh,Khariya Khangar
Jodhpur,Bhopalgarh,Khawaspura
Jodhpur,Bhopalgarh,Khedi Kalan
Jodhpur,Bhopalgarh,Khedi Khurd
Jodhpur,Bhopalgarh,Kherapa
Jodhpur,Bhopalgarh,Kheri Charna
Jodhpur,Bhopalgarh,Kheri Salwa
Jodhpur,Bhopalgarh,Khokhariya
Jodhpur,Bhopalgarh,Koor
Jodhpur,Bhopalgarh,Kosana
Jodhpur,Bhopalgarh,Kukarda
Jodhpur,Bhopalgarh,Kumbhara
Jodhpur,Bhopalgarh,Kuri
Jodhpur,Bhopalgarh,Lawari
Jodhpur,Bhopalgarh,Lawera Kalan
Jodhpur,Bhopalgarh,Lawera Khurd
Jodhpur,Bhopalgarh,Lunawas
Jodhpur,Bhopalgarh,Mad Puriya
Jodhpur,Bhopalgarh,Mahadeo Nagar
Jodhpur,Bhopalgarh,Mailana
Jodhpur,Bhopalgarh,Malar
Jodhpur,Bhopalgarh,Mandli Charna
Jodhpur,Bhopalgarh,Mangeriya
Jodhpur,Bhopalgarh,Melawas
Jodhpur,Bhopalgarh,Mindoli
Jodhpur,Bhopalgarh,Mirasiya
Jodhpur,Bhopalgarh,Mornawara
Jodhpur,Bhopalgarh,Nadsar
Jodhpur,Bhopalgarh,Nagalwas
Jodhpur,Bhopalgarh,Nandiya Prabhawati
Jodhpur,Bhopalgarh,Nathu Nagar
Jodhpur,Bhopalgarh,Nawa Nagariya
Jodhpur,Bhopalgarh,Netra
Jodhpur,Bhopalgarh,Nimbariya
Jodhpur,Bhopalgarh,Pabu Nagar
Jodhpur,Bhopalgarh,Palri Ranawata
Jodhpur,Bhopalgarh,Palri Siddha
Jodhpur,Bhopalgarh,Puniyon Ki Basni
Jodhpur,Bhopalgarh,Rajlani
Jodhpur,Bhopalgarh,Ram Nagar
Jodhpur,Bhopalgarh,Rampura
Jodhpur,Bhopalgarh,Ramrawas Kalan
Jodhpur,Bhopalgarh,Ramrawas Khurd
Jodhpur,Bhopalgarh,Rarod
Jodhpur,Bhopalgarh,Ratkuriya
Jodhpur,Bhopalgarh,Roopsar
Jodhpur,Bhopalgarh,Rudiya
Jodhpur,Bhopalgarh,Salwa Khurd
Jodhpur,Bhopalgarh,Sanwat Kua Kalan
Jodhpur,Bhopalgarh,Sanwat Kua Khurd
Jodhpur,Bhopalgarh,Saran Nagar
Jodhpur,Bhopalgarh,Sargiya Kalan
Jodhpur,Bhopalgarh,Sargiya Khurd
Jodhpur,Bhopalgarh,Satheen
Nagaur,Nawa,Mangalpura
Nagaur,Nawa,Manglodi
Nagaur,Nawa,Manji Ki Dhani
Nagaur,Nawa,Manpura
Nagaur,Nawa,Maroth
Nagaur,Nawa,Matasukha
Nagaur,Nawa,Meethri
Nagaur,Nawa,Minda
Nagaur,Nawa,Mohanpura
Nagaur,Nawa,Moondgasoi
Nagaur,Nawa,Moonpura
Nagaur,Nawa,Moti Ram Ki Dhani
Nagaur,Nawa,Motipura
Nagaur,Nawa,Muwana
Nagaur,Nawa,Nagwara
Nagaur,Nawa,Nalot
Nagaur,Nawa,Nanana
Nagaur,Nawa,Nanupura
Nagaur,Nawa,Narayanpura
Nagaur,Nawa,Narsinghpura
Nagaur,Nawa,Naya Bas
Nagaur,Nawa,Nehru Nagar
Nagaur,Nawa,Nimas
Nagaur,Nawa,Nolasiya
Nagaur,Nawa,Nonpura
Nagaur,Nawa,Ompura
Nagaur,Nawa,Palara
Nagaur,Nawa,Palri
Nagaur,Nawa,Panchota
Nagaur,Nawa,Panchwa
Nagaur,Nawa,Panwari
Nagaur,Nawa,Parewadi
Nagaur,Nawa,Piprali
Nagaur,Nawa,Prempura
Nagaur,Nawa,Purohiton Ka Bas
Nagaur,Nawa,Rajas
Nagaur,Nawa,Rajliya
Nagaur,Nawa,Rajpur
Nagaur,Nawa,Rajpura
Nagaur,Nawa,Ramnagar
Nagaur,Nawa,Rampura
Nagaur,Nawa,Rampura
Nagaur,Nawa,Ramsar
Nagaur,Nawa,Ranasar
Nagaur,Nawa,Ranwa
Nagaur,Nawa,Rasal
Nagaur,Nawa,Rayal Nagar
Nagaur,Nawa,Rewasa Dalelpura
Nagaur,Nawa,Riksa
Nagaur,Nawa,Rooppura
Nagaur,Nawa,Rughnathpura
Nagaur,Nawa,Sabalpura
Nagaur,Nawa,Samoton Ka Bas
Nagaur,Nawa,Sanwatgarh
Nagaur,Nawa,Saranpura
Nagaur,Nawa,Sardarpura
Nagaur,Nawa,Sargoth With Padampura
Nagaur,Nawa,Sawaipura
Nagaur,Nawa,Shekhawatpura
Nagaur,Nawa,Sherpura
Nagaur,Nawa,Sheshma Ka Bas
Nagaur,Nawa,Shimbhoopura
Nagaur,Nawa,Shiv
Nagaur,Nawa,Shivdanpura
Nagaur,Nawa,Shivnagar
Nagaur,Nawa,Shivnagar
Nagaur,Nawa,Shivpurvi
Nagaur,Nawa,Shrawanpura
Nagaur,Nawa,Shri Nagar
Nagaur,Nawa,Shyam Kalan
Nagaur,Nawa,Shyamgarh
Nagaur,Nawa,Shyampura
Nagaur,Nawa,Sidiyas
Nagaur,Nawa,Sindhpura
Nagaur,Nagaur,Subhashpura
Nagaur,Nagaur,Sukhwasi
Nagaur,Nagaur,Surajaniyawas
Nagaur,Nagaur,Surana
Nagaur,Nagaur,Surjana
Nagaur,Nagaur,Tankla
Nagaur,Nagaur,Tausar
Nagaur,Nagaur,Teetari
Nagaur,Nagaur,Thalanjoo
Nagaur,Nagaur,Thirod
Nagaur,Nagaur,Untwaliya
Jodhpur,Bhopalgarh,Sekhniyawas
Jodhpur,Bhopalgarh,Seva Gaon
Jodhpur,Bhopalgarh,Sevki Kalan
Jodhpur,Bhopalgarh,Sevki Khurd
Jodhpur,Bhopalgarh,Shekhnagar
Jodhpur,Bhopalgarh,Shiv Nagar
Jodhpur,Bhopalgarh,Shiv Nagar
Jodhpur,Bhopalgarh,Shivnath Nagar
Jodhpur,Bhopalgarh,Shivpura
Jodhpur,Bhopalgarh,Siyara
Jodhpur,Bhopalgarh,Sopra
Jodhpur,Bhopalgarh,Soyla
Jodhpur,Bhopalgarh,Sri Krishan Nagar
Jodhpur,Bhopalgarh,Sri Krishana Nagar
Jodhpur,Bhopalgarh,Sukhdeo Nagar
Jodhpur,Bhopalgarh,Sukhlaw Nagar
Jodhpur,Bhopalgarh,Surpura Kalan
Jodhpur,Bhopalgarh,Surpura Khurd
Jodhpur,Bhopalgarh,Suwana
Jodhpur,Bhopalgarh,Tambariya Kalan
Jodhpur,Bhopalgarh,Tambariya Khurd
Jodhpur,Bhopalgarh,Tejpura
Jodhpur,Bhopalgarh,Tigra
Jodhpur,Bhopalgarh,Todiyana
Jodhpur,Bhopalgarh,Udeth Nagar
Jodhpur,Bhopalgarh,Ustra
Jodhpur,Bhopalgarh,Vishnu Nagar
Jodhpur,Bhopalgarh,Vishnu Nagar
Nagaur,Nawa,Sirsi
Nagaur,Nawa,Sitapura
Nagaur,Nawa,Solaya
Nagaur,Nawa,Sompura
Nagaur,Nawa,Subhash Nagar
Nagaur,Nawa,Sujanpura
Nagaur,Nawa,Suratpura
Nagaur,Nawa,Takiya
Nagaur,Nawa,Thathana
Nagaur,Nawa,Thikariya Kalan
Nagaur,Nawa,Thikariya Khurd
Nagaur,Nawa,Tirsingiya
Nagaur,Nawa,Todas
Nagaur,Nawa,Torda
Nagaur,Nawa,Udaipura
Nagaur,Nawa,Ugarpura
Nagaur,Nawa,Ulana
Nagaur,Nawa,Vijai Nagar
Nagaur,Nawa,Vijay Kalan
Kota,Digod,Amarpura
Kota,Digod,Amora
Kota,Digod,Aton
Kota,Digod,Atraliya
Kota,Digod,Bagawada
Kota,Digod,Bagtari
Kota,Digod,Bakyan
Kota,Digod,Balapura
Kota,Digod,Ballabhpura
Kota,Digod,Bambuliya Rawtan
Kota,Digod,Bamooli
Kota,Digod,Bamoolya Ranmal
Kota,Digod,Bamori
Kota,Digod,Banethiya
Kota,Digod,Barana
Kota,Digod,Bargu
Kota,Digod,Barod
Kota,Digod,Bhagwanpura
Kota,Digod,Bhanda Hera
Kota,Digod,Bhat Kheri
Kota,Digod,Bhattipura
Kota,Digod,Bhauran
Kota,Digod,Bhimpura
Kota,Digod,Bhooden
Kota,Digod,Bislai
Kota,Digod,Borkhera
Kota,Digod,Brijpura
Kota,Digod,Budhadeet
Kota,Digod,Champa Khera
Kota,Digod,Chandrawala
Kota,Digod,Char
Kota,Digod,Charheri
Kota,Digod,Chawandheri
Kota,Digod,Cheensa
Kota,Digod,Chhiparda
Kota,Digod,Choma Biboo
Kota,Digod,Choma Maliyan
Kota,Digod,Choma Moondli
Kota,Digod,Chomakot
Kota,Digod,Chopar Kheri
Kota,Digod,Dabar
Kota,Digod,Dagariya
Kota,Digod,Dangawad
Kota,Digod,Darbiji
Kota,Digod,Dediyaheri
Kota,Digod,Deewaniyan
Kota,Digod,Deopura
Kota,Digod,Dhaba
Kota,Digod,Dhansuri
Kota,Digod,Dhanwa
Kota,Digod,Dhori
Kota,Digod,Digod
Kota,Digod,Dobarli
Kota,Digod,Doongarjya
Kota,Digod,Durjanpura
Kota,Digod,Ebra
Kota,Digod,Fatahpur Khushk
Kota,Digod,Fatehpur
Kota,Digod,Gadhepan
Kota,Digod,Gaonri
Kota,Digod,Girdharpura
Kota,Digod,Gokulpura
Kota,Digod,Gumanpura
Kota,Digod,Hanotiya
Kota,Digod,Hanotiya
Kota,Digod,Haripura
Kota,Digod,Haripura @ Nayagaon
Kota,Digod,Idalgarh
Kota,Digod,Jahangeerpura
Kota,Digod,Jakhrond
Kota,Digod,Janakpur
Kota,Digod,Jatipura
Kota,Digod,Jhargaon
Kota,Digod,Jharol
Kota,Digod,Jhonpariya
Kota,Digod,Jhotoli
Kota,Digod,Jiyaheri
Kota,Digod,Jiyaheri
Kota,Digod,Kachnawada
Kota,Digod,Kacholiya
Kota,Digod,Kakrawada
Kota,Digod,Kalarewa
Kota,Digod,Kalyanpura
Kota,Digod,Kanwarpura
Kota,Digod,Karariya
Kota,Digod,Kareerka Khera
Kota,Digod,Kasampura
Kota,Digod,Khairoola
Kota,Digod,Khandgaon
Kota,Digod,Khera Bhopal
Kota,Digod,Kherli Dhakran
Kota,Digod,Kherli Ghata
Kota,Digod,Kherli Kalya
Kota,Digod,Kherli Khushk
Kota,Digod,Kherli Mahadeet
Kota,Digod,Kherli Parasram
Kota,Digod,Kherli Shahran
Kota,Digod,Kherli Tawran
Kota,Digod,Khyawada
Kota,Digod,Kishan Ganj
Kota,Digod,Kishorpura
Kota,Digod,Koomla Jageer
Kota,Digod,Kotra Deepsingh
Kota,Digod,Kotrapura
Kota,Digod,Kotsuwan
Kota,Digod,Kunethiya
Kota,Digod,Kurari
Kota,Digod,Lakh Saneeja
Kota,Digod,Madanpura
Kota,Digod,Maharana
Kota,Digod,Mandariya
Kota,Digod,Mandawara
Kota,Digod,Mandawari
Kota,Digod,Mandola
Kota,Digod,Mangaheri
Kota,Digod,Mehandi
Kota,Digod,Mohammad Pura
Kota,Digod,Moondla
Kota,Digod,Morana
Kota,Digod,Morpa
Kota,Digod,Motikuan
Kota,Digod,Napahera
Kota,Digod,Narpatkheri
Kota,Digod,Narsinghpura
Kota,Digod,Nathoo Balai Ki Jhopariya
Kota,Digod,Nayagaon Ahiran
Kota,Digod,Neemli
Kota,Digod,Neemoda Ujar
Kota,Digod,Nimoda
Kota,Digod,Nohati
Kota,Digod,Notara
Kota,Digod,Onkarpura
Kota,Digod,Pachara
Kota,Digod,Pachara Ki Jhonpariyan
Kota,Digod,Padasalya
Kota,Digod,Padliya
Kota,Digod,Pali
Kota,Digod,Peepalda Beeram
Kota,Digod,Peepalda Sand
Kota,Digod,Peeplda Samel
Kota,Digod,Polai Kalan
Kota,Digod,Polai Khurd
Kota,Digod,Prempura
Kota,Digod,Ralayta
Kota,Digod,Ramnagar
Kota,Digod,Rampuria
Kota,Digod,Rampuria @ Nayagaon
Kota,Digod,Ramri
Kota,Digod,Reechhaheri
Kota,Digod,Rel
Kota,Digod,Rugghi
Kota,Digod,Saderi
Kota,Digod,Saneeja Baori
Kota,Digod,Sangaheri
Kota,Digod,Sarola
Kota,Digod,Seemalya
Kota,Digod,Shahpura
Kota,Digod,Sholi
Kota,Digod,Shopura @ Baldeopura
Kota,Digod,Sultanpur
Kota,Digod,Surela
Kota,Digod,Suwana
Kota,Digod,Tahla
Kota,Digod,Takarwara
Kota,Digod,Tharla
Kota,Digod,Toran
Kota,Digod,Udpuriya
Kota,Digod,Ukalda
Kota,Digod,Ummedpura
Kota,Digod,Ummedpura
Kota,Digod,Zalimpura
Nagaur,Makrana,Akhepura
Nagaur,Makrana,Altawa
Nagaur,Makrana,Amarpura
Nagaur,Makrana,Amarsar
Nagaur,Makrana,Asarwa
Nagaur,Makrana,Bajiyon Ki Dhani
Nagaur,Makrana,Bajoli
Nagaur,Makrana,Balaghana
Nagaur,Makrana,Bansara
Nagaur,Makrana,Barwala
Nagaur,Makrana,Barwali
Nagaur,Makrana,Beenjari
Nagaur,Makrana,Besroli
Nagaur,Makrana,Bhaiya Kalan
Nagaur,Makrana,Bhaiya Khurd
Nagaur,Makrana,Bharnai
Nagaur,Makrana,Bhichawa
Nagaur,Makrana,Bhutawa
Nagaur,Makrana,Billoo
Nagaur,Makrana,Budsoo
Nagaur,Makrana,Bugala
Nagaur,Makrana,Chak Rani Gaon
Nagaur,Makrana,Chakmadas
Nagaur,Makrana,Chandi
Nagaur,Makrana,Chawandiya
Nagaur,Makrana,Chhapara
Nagaur,Makrana,Chindaliya
Nagaur,Makrana,Dabriya
Nagaur,Makrana,Damboi Kalan
Nagaur,Makrana,Damboi Khurd
Nagaur,Makrana,Deepnagar
Nagaur,Makrana,Deogarh
Nagaur,Makrana,Deola
Nagaur,Makrana,Deori
Nagaur,Makrana,Devnagar
Nagaur,Makrana,Dhananwana
Nagaur,Makrana,Dhandholi
Nagaur,Makrana,Dhani Mamdoli
Nagaur,Makrana,Dheejpura
Nagaur,Makrana,Dheersar
Nagaur,Makrana,Dobri Kalan
Nagaur,Makrana,Dobri Khurd
Nagaur,Makrana,Dobri Sanwaldas
Nagaur,Makrana,Dodwari
Nagaur,Makrana,Gehda Kala
Nagaur,Makrana,Gehda Khurd
Nagaur,Makrana,Gelasar
Nagaur,Makrana,Gigaliya
Nagaur,Makrana,Githala
Nagaur,Makrana,Gorawa
Nagaur,Makrana,Gothri
Nagaur,Makrana,Gudha Chak - 1
Nagaur,Makrana,Gudha Chak - 2
Nagaur,Makrana,Gudha Kheri
Nagaur,Makrana,Gudlesar
Nagaur,Makrana,Harnawa Tosheena
Nagaur,Makrana,Huriya
Nagaur,Makrana,Indokha
Nagaur,Makrana,Itawa Bamniya
Nagaur,Makrana,Itawa Khichiyan
Nagaur,Makrana,Itawa Lakha
Nagaur,Makrana,Jakhli
Nagaur,Makrana,Janasar
Nagaur,Makrana,Jasnagar
Nagaur,Makrana,Jaswantpura
Nagaur,Makrana,Jhalamaliya
Nagaur,Makrana,Jiwadiya
Nagaur,Makrana,Joosariya
Nagaur,Makrana,Joosri
Nagaur,Makrana,Kacholiya
Nagaur,Makrana,Kajana
Nagaur,Makrana,Kalwa Bara
Nagaur,Makrana,Kalwa Chhotabas
Nagaur,Makrana,Kashinagar
Nagaur,Makrana,Khardiya
Nagaur,Makrana,Kheri Leela
Nagaur,Makrana,Kheri Sheela
Nagaur,Makrana,Kola Doongri
Nagaur,Makrana,Kucheepala
Nagaur,Makrana,Kukrod
Nagaur,Makrana,Ladpur
Nagaur,Makrana,Laroli
Nagaur,Makrana,Loroli
Nagaur,Makrana,Mamdoli
Nagaur,Makrana,Manana
Nagaur,Makrana,Manani
Nagaur,Makrana,Mangalpura
Nagaur,Makrana,Mangalwa
Nagaur,Makrana,Manwa
Nagaur,Makrana,Midiyan
Nagaur,Makrana,Mindkiya
Nagaur,Makrana,Modi Charna
